enhetsnavn,statistikk,indikator_delskar,periode,trinn,kjonn,verdi
Hinna skole,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,51
Hinna skole,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,53
Hinna skole,Nasjonale prøver ungdomstrinn,Lesing,2014-2015,Trinn 8,Jenter,52
Hinna skole,Nasjonale prøver ungdomstrinn,Lesing,2015-2016,Trinn 8,Jenter,53
Hinna skole,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 8,Jenter,51
Hinna skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,50
Hinna skole,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 8,Jenter,51
Hinna skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,54
Hinna skole,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 8,Jenter,50
Hinna skole,Nasjonale prøver ungdomstrinn,Regning,2015-2016,Trinn 8,Jenter,53
Hinna skole,Nasjonale prøver ungdomstrinn,Regning,2017-2018,Trinn 8,Jenter,50
Hinna skole,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 8,Jenter,50
Hinna skole,Nasjonale prøver ungdomstrinn,Regning,2019-2020,Trinn 8,Jenter,49
Hinna skole,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 8,Jenter,51
Kannik skole,Nasjonale prøver ungdomstrinn,Engelsk,2014-2015,Trinn 8,Jenter,57
Kannik skole,Nasjonale prøver ungdomstrinn,Engelsk,2015-2016,Trinn 8,Jenter,55
Kannik skole,Nasjonale prøver ungdomstrinn,Engelsk,2016-2017,Trinn 8,Jenter,54
Kannik skole,Nasjonale prøver ungdomstrinn,Engelsk,2017-2018,Trinn 8,Jenter,53
Kannik skole,Nasjonale prøver ungdomstrinn,Engelsk,2018-2019,Trinn 8,Jenter,56
Kannik skole,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,52
Kannik skole,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,55
Kannik skole,Nasjonale prøver ungdomstrinn,Lesing,2014-2015,Trinn 8,Jenter,54
Kannik skole,Nasjonale prøver ungdomstrinn,Lesing,2015-2016,Trinn 8,Jenter,56
Kannik skole,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 8,Jenter,53
Kannik skole,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 8,Jenter,53
Kannik skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,55
Kannik skole,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 8,Jenter,53
Kannik skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,56
Kannik skole,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 8,Jenter,54
Kannik skole,Nasjonale prøver ungdomstrinn,Regning,2015-2016,Trinn 8,Jenter,55
Kannik skole,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 8,Jenter,52
Kannik skole,Nasjonale prøver ungdomstrinn,Regning,2017-2018,Trinn 8,Jenter,53
Kannik skole,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 8,Jenter,54
Kannik skole,Nasjonale prøver ungdomstrinn,Regning,2019-2020,Trinn 8,Jenter,49
Kannik skole,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 8,Jenter,53
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Engelsk,2014-2015,Trinn 8,Jenter,53
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Engelsk,2015-2016,Trinn 8,Jenter,50
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Engelsk,2016-2017,Trinn 8,Jenter,52
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Engelsk,2017-2018,Trinn 8,Jenter,54
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Engelsk,2018-2019,Trinn 8,Jenter,53
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,56
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,52
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Lesing,2014-2015,Trinn 8,Jenter,53
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Lesing,2015-2016,Trinn 8,Jenter,53
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 8,Jenter,52
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 8,Jenter,54
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,55
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 8,Jenter,57
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,53
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Regning,2015-2016,Trinn 8,Jenter,49
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 8,Jenter,52
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Regning,2017-2018,Trinn 8,Jenter,53
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 8,Jenter,53
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Regning,2019-2020,Trinn 8,Jenter,55
Kristianslyst skole,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 8,Jenter,52
Lunde skole,Nasjonale prøver ungdomstrinn,Engelsk,2014-2015,Trinn 8,Jenter,52
Lunde skole,Nasjonale prøver ungdomstrinn,Engelsk,2016-2017,Trinn 8,Jenter,48
Lunde skole,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,50
Lunde skole,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,46
Lunde skole,Nasjonale prøver ungdomstrinn,Lesing,2014-2015,Trinn 8,Jenter,50
Lunde skole,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 8,Jenter,49
Lunde skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,48
Lunde skole,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 8,Jenter,49
Lunde skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,45
Lunde skole,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 8,Jenter,47
Lunde skole,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 8,Jenter,46
Lunde skole,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 8,Jenter,47
Lunde skole,Nasjonale prøver ungdomstrinn,Regning,2019-2020,Trinn 8,Jenter,46
Lunde skole,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 8,Jenter,44
Rennesøy skule,Nasjonale prøver ungdomstrinn,Engelsk,2014-2015,Trinn 8,Jenter,50
Rennesøy skule,Nasjonale prøver ungdomstrinn,Engelsk,2015-2016,Trinn 8,Jenter,49
Rennesøy skule,Nasjonale prøver ungdomstrinn,Engelsk,2016-2017,Trinn 8,Jenter,51
Rennesøy skule,Nasjonale prøver ungdomstrinn,Engelsk,2017-2018,Trinn 8,Jenter,52
Rennesøy skule,Nasjonale prøver ungdomstrinn,Engelsk,2018-2019,Trinn 8,Jenter,52
Rennesøy skule,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,53
Rennesøy skule,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,46
Rennesøy skule,Nasjonale prøver ungdomstrinn,Lesing,2014-2015,Trinn 8,Jenter,50
Rennesøy skule,Nasjonale prøver ungdomstrinn,Lesing,2015-2016,Trinn 8,Jenter,50
Rennesøy skule,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 8,Jenter,50
Rennesøy skule,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 8,Jenter,53
Rennesøy skule,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,55
Rennesøy skule,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 8,Jenter,57
Rennesøy skule,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,50
Rennesøy skule,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 8,Jenter,48
Rennesøy skule,Nasjonale prøver ungdomstrinn,Regning,2015-2016,Trinn 8,Jenter,50
Rennesøy skule,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 8,Jenter,50
Rennesøy skule,Nasjonale prøver ungdomstrinn,Regning,2017-2018,Trinn 8,Jenter,51
Rennesøy skule,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 8,Jenter,54
Rennesøy skule,Nasjonale prøver ungdomstrinn,Regning,2019-2020,Trinn 8,Jenter,54
Rennesøy skule,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 8,Jenter,49
Revheim skole,Nasjonale prøver ungdomstrinn,Engelsk,2014-2015,Trinn 8,Jenter,53
Revheim skole,Nasjonale prøver ungdomstrinn,Engelsk,2015-2016,Trinn 8,Jenter,52
Revheim skole,Nasjonale prøver ungdomstrinn,Engelsk,2016-2017,Trinn 8,Jenter,52
Revheim skole,Nasjonale prøver ungdomstrinn,Engelsk,2017-2018,Trinn 8,Jenter,52
Revheim skole,Nasjonale prøver ungdomstrinn,Engelsk,2018-2019,Trinn 8,Jenter,52
Revheim skole,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,54
Revheim skole,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,51
Revheim skole,Nasjonale prøver ungdomstrinn,Lesing,2014-2015,Trinn 8,Jenter,52
Revheim skole,Nasjonale prøver ungdomstrinn,Lesing,2015-2016,Trinn 8,Jenter,53
Revheim skole,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 8,Jenter,53
Revheim skole,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 8,Jenter,53
Revheim skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,54
Revheim skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,52
Revheim skole,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 8,Jenter,51
Revheim skole,Nasjonale prøver ungdomstrinn,Regning,2015-2016,Trinn 8,Jenter,52
Revheim skole,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 8,Jenter,49
Revheim skole,Nasjonale prøver ungdomstrinn,Regning,2017-2018,Trinn 8,Jenter,53
Revheim skole,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 8,Jenter,53
Revheim skole,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 8,Jenter,52
Smiodden skole,Nasjonale prøver ungdomstrinn,Engelsk,2014-2015,Trinn 8,Jenter,50
Smiodden skole,Nasjonale prøver ungdomstrinn,Engelsk,2016-2017,Trinn 8,Jenter,51
Smiodden skole,Nasjonale prøver ungdomstrinn,Engelsk,2017-2018,Trinn 8,Jenter,54
Smiodden skole,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,48
Smiodden skole,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,54
Smiodden skole,Nasjonale prøver ungdomstrinn,Lesing,2014-2015,Trinn 8,Jenter,48
Smiodden skole,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 8,Jenter,49
Smiodden skole,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 8,Jenter,51
Smiodden skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,53
Smiodden skole,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 8,Jenter,50
Smiodden skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,52
Smiodden skole,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 8,Jenter,47
Smiodden skole,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 8,Jenter,46
Smiodden skole,Nasjonale prøver ungdomstrinn,Regning,2017-2018,Trinn 8,Jenter,49
Smiodden skole,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 8,Jenter,51
Smiodden skole,Nasjonale prøver ungdomstrinn,Regning,2019-2020,Trinn 8,Jenter,47
Smiodden skole,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 8,Jenter,49
St. Svithun skole,Nasjonale prøver ungdomstrinn,Engelsk,2014-2015,Trinn 8,Jenter,51
St. Svithun skole,Nasjonale prøver ungdomstrinn,Engelsk,2015-2016,Trinn 8,Jenter,52
St. Svithun skole,Nasjonale prøver ungdomstrinn,Engelsk,2016-2017,Trinn 8,Jenter,52
St. Svithun skole,Nasjonale prøver ungdomstrinn,Engelsk,2017-2018,Trinn 8,Jenter,52
St. Svithun skole,Nasjonale prøver ungdomstrinn,Engelsk,2018-2019,Trinn 8,Jenter,50
St. Svithun skole,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,53
St. Svithun skole,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,54
St. Svithun skole,Nasjonale prøver ungdomstrinn,Lesing,2014-2015,Trinn 8,Jenter,49
St. Svithun skole,Nasjonale prøver ungdomstrinn,Lesing,2015-2016,Trinn 8,Jenter,53
St. Svithun skole,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 8,Jenter,51
St. Svithun skole,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 8,Jenter,52
St. Svithun skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,51
St. Svithun skole,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 8,Jenter,52
St. Svithun skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,51
St. Svithun skole,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 8,Jenter,50
St. Svithun skole,Nasjonale prøver ungdomstrinn,Regning,2015-2016,Trinn 8,Jenter,52
St. Svithun skole,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 8,Jenter,49
St. Svithun skole,Nasjonale prøver ungdomstrinn,Regning,2017-2018,Trinn 8,Jenter,50
St. Svithun skole,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 8,Jenter,50
St. Svithun skole,Nasjonale prøver ungdomstrinn,Regning,2019-2020,Trinn 8,Jenter,48
St. Svithun skole,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 8,Jenter,46
Tastarustå skole,Nasjonale prøver ungdomstrinn,Engelsk,2014-2015,Trinn 8,Jenter,51
Tastarustå skole,Nasjonale prøver ungdomstrinn,Engelsk,2015-2016,Trinn 8,Jenter,54
Tastarustå skole,Nasjonale prøver ungdomstrinn,Engelsk,2016-2017,Trinn 8,Jenter,49
Tastarustå skole,Nasjonale prøver ungdomstrinn,Engelsk,2017-2018,Trinn 8,Jenter,51
Tastarustå skole,Nasjonale prøver ungdomstrinn,Engelsk,2018-2019,Trinn 8,Jenter,48
Tastarustå skole,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,49
Tastarustå skole,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,50
Tastarustå skole,Nasjonale prøver ungdomstrinn,Lesing,2015-2016,Trinn 8,Jenter,54
Tastarustå skole,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 8,Jenter,49
Tastarustå skole,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 8,Jenter,54
Tastarustå skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,49
Tastarustå skole,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 8,Jenter,51
Tastarustå skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,50
Tastarustå skole,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 8,Jenter,51
Tastarustå skole,Nasjonale prøver ungdomstrinn,Regning,2015-2016,Trinn 8,Jenter,51
Tastarustå skole,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 8,Jenter,47
Tastarustå skole,Nasjonale prøver ungdomstrinn,Regning,2017-2018,Trinn 8,Jenter,50
Tastarustå skole,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 8,Jenter,49
Tastarustå skole,Nasjonale prøver ungdomstrinn,Regning,2019-2020,Trinn 8,Jenter,49
Tastarustå skole,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 8,Jenter,49
Tastaveden skole,Nasjonale prøver ungdomstrinn,Engelsk,2014-2015,Trinn 8,Jenter,51
Tastaveden skole,Nasjonale prøver ungdomstrinn,Engelsk,2015-2016,Trinn 8,Jenter,49
Tastaveden skole,Nasjonale prøver ungdomstrinn,Engelsk,2016-2017,Trinn 8,Jenter,52
Tastaveden skole,Nasjonale prøver ungdomstrinn,Engelsk,2017-2018,Trinn 8,Jenter,52
Tastaveden skole,Nasjonale prøver ungdomstrinn,Engelsk,2018-2019,Trinn 8,Jenter,51
Tastaveden skole,Nasjonale prøver ungdomstrinn,Engelsk,2019-2020,Trinn 8,Jenter,54
Tastaveden skole,Nasjonale prøver ungdomstrinn,Engelsk,2020-2021,Trinn 8,Jenter,50
Tastaveden skole,Nasjonale prøver ungdomstrinn,Lesing,2014-2015,Trinn 8,Jenter,50
Tastaveden skole,Nasjonale prøver ungdomstrinn,Lesing,2015-2016,Trinn 8,Jenter,51
Tastaveden skole,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 8,Jenter,54
Tastaveden skole,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 8,Jenter,53
Tastaveden skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 8,Jenter,51
Tastaveden skole,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 8,Jenter,53
Tastaveden skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 8,Jenter,50
Tastaveden skole,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 8,Jenter,48
Tastaveden skole,Nasjonale prøver ungdomstrinn,Regning,2015-2016,Trinn 8,Jenter,51
Tastaveden skole,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 8,Jenter,53
