enhetsnavn,statistikk,indikator_delskar,periode,trinn,kjonn,verdi
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Lesing,2015-2016,Trinn 9,Gutter,57
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Lesing,2016-2017,Trinn 9,Gutter,51
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Lesing,2017-2018,Trinn 9,Gutter,55
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Lesing,2018-2019,Trinn 9,Gutter,51
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Lesing,2019-2020,Trinn 9,Gutter,51
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Lesing,2020-2021,Trinn 9,Gutter,53
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Regning,2014-2015,Trinn 9,Gutter,54
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Regning,2015-2016,Trinn 9,Gutter,58
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Regning,2016-2017,Trinn 9,Gutter,55
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Regning,2017-2018,Trinn 9,Gutter,57
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Regning,2018-2019,Trinn 9,Gutter,52
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Regning,2019-2020,Trinn 9,Gutter,57
Ullandhaug skole,Nasjonale prøver ungdomstrinn,Regning,2020-2021,Trinn 9,Gutter,54
